@RELATION camel-1.4-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
8,2,31,0,8,28,394,1
5,0,17,0,9,10,97,0
1,1,1,0,0,0,1,0
13,3,73,0,41,50,344,0
7,2,13,0,6,17,46,0
6,1,14,6,11,15,52,0
10,4,25,0,11,45,101,0
18,1,59,0,29,119,350,0
31,1,49,0,10,379,328,1
5,1,26,0,12,2,154,0
6,2,25,0,15,5,88,1
1,2,2,0,1,0,7,0
2,3,11,0,8,0,37,0
9,4,40,0,14,22,244,0
2,1,4,0,3,1,10,0
4,2,7,0,4,4,56,0
9,0,24,0,5,0,213,0
14,0,32,0,16,69,165,0
2,4,4,0,3,1,12,0
4,1,12,0,9,2,52,0
18,1,49,0,5,87,317,0
5,1,7,0,2,4,25,0
2,1,6,0,6,0,31,0
0,1,0,0,2,0,0,0
3,2,7,0,4,0,27,0
7,4,16,0,9,21,45,1
5,3,17,0,8,0,82,0
3,4,15,0,8,3,52,0
7,2,26,0,7,0,152,0
3,3,10,0,7,3,32,0
11,4,23,0,8,51,96,1
2,1,10,0,6,0,46,0
4,1,5,0,2,0,21,0
6,1,52,0,16,9,297,0
9,3,20,0,9,26,81,0
3,1,9,0,5,1,28,1
2,5,7,0,3,0,21,0
2,1,11,0,5,0,39,0
3,1,21,0,3,1,88,0
23,1,40,0,22,247,118,0
3,3,7,0,6,0,29,0
10,1,20,0,9,41,96,0
5,3,29,0,14,0,129,0
2,5,5,0,2,1,15,0
3,1,12,0,5,0,54,0
27,1,71,0,12,349,292,1
21,4,52,0,19,160,287,0
5,1,11,0,4,0,43,0
3,2,5,0,1,3,12,0
19,1,19,0,72,171,19,1
6,3,37,0,8,3,150,0
10,1,17,0,8,25,86,0
17,3,45,1,37,112,230,0
5,1,8,0,16,6,31,0
10,4,19,0,4,7,120,1
3,2,17,0,13,3,70,0
13,2,42,0,18,26,183,0
12,2,16,0,7,46,83,0
4,1,13,0,4,4,39,0
2,1,2,0,5,1,2,0
7,3,12,0,4,13,55,1
2,4,32,0,20,0,202,0
1,1,2,0,0,0,23,0
5,2,9,0,14,0,41,0
9,1,31,0,9,22,140,0
4,1,11,3,3,0,31,0
6,2,10,0,11,9,48,0
45,3,81,0,22,814,555,1
3,1,5,0,4,3,18,0
9,4,23,0,9,0,94,1
5,1,7,0,16,4,30,0
5,1,10,0,4,10,28,0
3,1,11,0,5,0,53,0
1,1,1,0,3,0,1,0
8,2,25,0,8,14,105,1
5,3,47,0,18,2,172,0
3,1,13,0,7,0,72,0
1,1,1,0,0,0,1,0
28,2,74,0,25,362,323,0
8,1,54,0,15,0,378,0
2,5,7,0,3,0,25,0
2,3,4,1,4,1,11,0
17,1,34,0,21,136,138,0
3,1,5,0,4,3,20,0
15,2,21,0,20,89,123,0
19,1,35,1,7,137,183,1
