@RELATION ant-1.5-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
9,6,34,0,9,28,166,1
8,4,37,0,7,4,277,0
4,3,39,0,8,0,200,0
15,3,77,0,16,69,504,0
15,3,37,0,3,41,437,0
1,1,1,0,5,0,1,0
18,3,56,0,10,119,460,0
2,3,7,0,3,1,23,0
4,1,4,0,5,6,4,0
16,4,56,2,19,48,757,0
7,3,21,0,7,0,144,0
5,1,5,0,11,10,5,0
3,3,21,0,6,0,146,0
1,1,1,0,9,0,1,0
7,5,17,0,5,0,107,0
3,1,9,1,7,0,47,0
6,4,33,0,10,0,511,0
10,4,36,0,16,3,246,0
20,3,67,0,14,130,812,0
1,1,1,0,15,0,1,0
28,3,96,0,44,286,1047,0
8,5,26,0,6,0,164,0
4,3,16,0,6,0,46,0
6,1,8,0,1,0,43,0
3,2,26,0,9,3,147,0
8,5,23,0,9,0,198,0
4,2,15,0,4,0,109,1
3,4,20,0,4,3,124,0
18,4,82,0,12,83,1238,1
3,1,3,0,3,3,3,0
2,3,3,0,0,1,7,0
3,1,17,0,3,0,196,0
15,3,47,2,10,73,452,0
1,1,1,0,8,0,1,0
3,4,24,0,5,3,163,0
13,1,66,1,15,78,476,0
4,1,21,0,6,6,91,0
27,1,60,0,10,145,401,0
7,5,19,0,5,1,285,0
1,1,1,0,2,0,1,0
5,2,37,0,5,4,250,0
12,3,64,0,11,0,581,0
11,2,15,0,12,13,97,0
21,5,83,2,15,142,799,0
21,4,56,0,11,24,715,0
3,4,22,0,8,0,104,0
6,3,32,0,9,0,216,0
20,1,42,0,4,130,376,0
4,3,15,0,4,0,70,0
8,5,26,0,6,0,167,0
36,3,84,11,35,0,302,0
27,3,87,1,18,217,919,0
5,1,6,0,1,0,30,0
2,6,4,0,4,1,11,0
3,1,7,0,0,0,19,0
10,3,20,0,2,21,130,0
4,1,23,0,3,4,174,0
3,2,12,0,5,3,40,0
5,1,11,1,28,4,54,0
17,5,57,0,15,22,298,0
6,1,24,0,14,15,116,0
9,3,41,0,4,14,334,1
6,3,24,0,7,9,231,1
7,5,22,0,5,0,150,0
2,2,13,0,7,1,66,0
7,5,18,0,5,0,113,0
19,1,92,8,23,81,899,1
4,2,16,0,4,0,59,0
29,1,66,0,5,348,567,0
4,4,7,9,12,4,22,0
1,1,1,0,2,0,1,0
16,1,38,3,13,80,334,0
16,3,38,0,3,84,541,0
1,1,1,0,18,0,1,0
2,4,4,0,4,0,16,0
5,1,9,0,3,0,64,0
9,2,50,0,12,24,288,0
7,6,32,0,9,13,150,1
2,6,4,0,4,1,11,0
7,5,18,0,5,0,126,0
11,1,34,0,4,0,312,0
6,1,6,0,7,15,10,0
10,3,21,4,16,23,149,0
17,4,81,0,7,40,1178,0
10,1,13,0,3,31,76,0
13,3,43,0,12,36,424,0
9,2,20,0,5,0,141,1
6,3,30,0,3,0,1262,0
5,1,7,10,98,0,33,0
2,4,12,0,4,1,55,0
18,2,23,5,18,0,110,0
12,5,37,0,6,0,308,0
5,1,20,0,4,0,144,0
23,3,73,1,14,151,668,1
3,2,38,0,6,3,198,0
14,4,26,0,193,0,153,0
5,2,24,0,11,10,133,0
33,2,43,0,6,322,4244,0
7,1,20,0,1,19,197,0
2,3,8,0,3,1,33,0
19,1,19,0,19,171,19,0
8,3,17,0,4,18,112,0
6,3,22,0,5,1,137,0
91,1,212,0,157,3687,2452,0
16,1,36,0,6,58,363,0
72,4,116,0,27,2338,900,0
11,4,83,0,17,11,671,1
3,1,3,0,1,3,4,0
7,1,11,0,3,3,53,0
1,1,1,0,3,0,1,0
3,2,22,0,8,3,152,0
6,2,11,0,3,13,68,0
7,5,26,0,8,0,261,0
21,3,62,0,12,134,630,0
4,1,23,0,13,6,195,0
31,3,103,0,20,209,673,1
3,1,24,0,11,1,264,0
8,1,14,26,46,20,87,0
4,3,9,0,5,2,48,0
8,1,39,0,4,22,377,0
23,4,40,4,19,223,179,0
42,2,115,0,20,703,1369,0
8,3,37,0,10,0,315,0
4,3,17,0,3,4,152,0
8,5,28,0,10,0,365,0
11,1,32,0,12,27,190,0
10,3,61,0,7,37,758,0
6,1,14,0,3,5,131,0
10,3,42,0,6,21,369,0
10,3,24,2,7,29,162,0
19,3,61,0,11,121,503,0
3,4,8,0,7,3,27,0
34,4,138,1,25,421,1740,1
10,3,31,0,9,15,166,0
4,3,22,0,6,0,142,0
0,1,0,0,1,0,24,0
0,1,0,0,1,0,7,0
5,4,20,0,3,4,168,0
27,3,80,1,19,249,607,1
1,3,2,0,5,0,5,0
6,1,11,0,3,1,74,0
7,3,17,0,6,1,138,0
5,4,9,0,1,10,81,0
26,4,89,0,18,219,881,1
17,1,71,0,7,14,569,0
7,4,25,0,13,0,201,0
8,1,21,0,2,26,89,0
32,1,69,0,6,264,771,0
11,5,30,0,13,5,168,1
12,1,47,0,3,60,466,0
19,3,117,0,16,35,849,1
12,1,22,0,3,44,156,0
2,2,9,0,6,1,33,0
6,3,16,0,6,5,95,0
3,2,7,0,4,0,29,0
9,3,34,0,9,10,214,0
7,1,8,0,2,0,1082,0
18,4,90,0,13,87,778,1
8,1,22,0,8,0,141,0
3,2,7,0,5,1,29,0
28,1,57,0,31,266,602,0
3,6,11,0,6,3,37,0
21,3,82,0,10,184,719,1
8,5,29,0,9,0,179,0
2,2,9,0,9,1,31,0
8,1,14,0,1,28,274,0
19,1,103,0,12,133,1720,1
1,1,1,0,5,0,3,0
8,1,18,0,3,10,108,0
3,3,14,0,3,1,82,0
9,6,24,0,10,36,104,0
3,1,3,0,19,3,3,0
10,3,36,0,11,0,236,0
5,3,13,0,5,4,71,0
4,1,10,0,1,2,93,0
6,3,21,0,8,1,95,0
81,3,213,0,35,2518,2199,1
1,4,2,0,2,0,4,0
6,1,6,0,5,15,6,0
3,3,6,2,6,1,25,0
3,5,14,1,6,3,52,0
5,3,17,0,4,0,99,0
8,3,39,0,2,10,282,0
4,1,13,0,4,0,60,0
4,4,13,0,4,0,87,0
34,1,67,1,33,437,1171,0
5,2,20,0,1,0,106,1
7,4,25,0,13,0,199,0
5,1,13,0,6,0,69,0
14,3,33,0,8,65,404,0
3,1,19,0,3,0,104,0
3,5,14,0,5,3,52,0
9,1,38,0,14,12,310,0
13,1,20,2,9,46,111,1
15,4,72,0,11,39,683,0
22,1,49,0,19,125,382,0
16,3,29,0,22,0,135,0
4,1,5,0,4,6,16,0
11,5,38,0,11,1,391,0
10,1,47,0,10,11,329,1
6,2,15,0,1,0,45,0
23,2,37,52,117,179,255,0
2,2,26,0,9,1,248,0
6,3,34,0,5,0,237,0
4,2,26,0,10,6,195,0
3,2,18,0,1,0,274,0
2,2,6,0,1,1,20,0
7,5,28,0,9,0,215,0
16,1,56,3,15,86,375,0
7,1,8,0,20,3,43,0
24,1,78,0,25,218,1203,0
3,2,20,0,8,3,151,0
3,4,8,2,30,3,27,0
3,2,8,0,3,0,32,0
