@RELATION synapse-1.1-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
7,1,38,1,10,13,230,0
9,1,9,0,25,36,9,1
3,2,31,0,11,3,142,0
2,2,9,0,7,1,20,0
12,2,37,0,10,14,390,0
2,1,14,0,12,0,77,1
8,1,65,0,14,20,552,1
3,3,15,0,7,3,46,0
2,3,28,0,5,1,156,0
7,1,8,0,1,0,104,0
10,2,35,7,14,0,173,0
5,1,18,0,11,10,126,0
2,1,2,0,9,1,2,0
4,1,4,0,7,6,4,0
6,1,35,0,10,3,145,0
1,1,2,0,0,0,4,0
26,1,31,0,16,245,193,0
4,3,24,0,11,4,188,0
22,1,22,0,2,231,22,0
3,1,27,0,11,1,166,0
5,1,17,0,8,0,124,0
8,2,32,0,9,0,219,0
3,1,4,0,2,0,20,0
8,1,29,0,10,20,125,1
16,1,29,0,4,58,199,1
6,1,18,0,4,13,57,0
5,1,28,0,11,8,122,0
10,1,19,0,8,9,157,0
2,1,2,0,8,1,2,0
1,1,1,0,15,0,1,1
6,1,6,0,11,15,6,0
5,3,19,0,12,6,159,0
6,1,22,0,6,0,154,0
5,2,38,0,9,4,318,0
3,3,29,0,12,3,151,0
3,3,8,0,2,3,60,0
53,1,144,0,37,1172,1164,1
3,2,32,0,10,3,212,1
5,1,18,17,24,10,142,0
14,1,26,0,15,29,159,0
8,1,35,0,13,20,152,1
2,1,4,0,6,1,80,0
4,1,31,0,4,0,179,0
2,2,30,2,14,1,377,0
5,1,47,1,21,0,242,0
8,3,30,0,3,26,208,0
4,3,9,0,5,4,30,0
6,1,32,0,17,11,244,1
48,1,48,0,71,1128,48,0
8,1,56,0,11,20,468,1
3,4,13,0,4,1,35,1
4,3,30,0,10,2,226,0
5,1,31,0,12,0,132,0
61,1,154,0,55,540,940,0
15,2,50,0,16,59,231,0
12,1,64,0,29,38,394,1
4,1,21,0,22,4,112,0
4,2,29,0,12,2,169,0
1,1,1,0,5,0,1,0
5,1,26,0,6,0,288,0
4,1,57,0,17,2,503,1
7,1,32,3,19,9,211,0
4,2,30,0,14,0,187,0
6,2,20,0,10,0,106,0
4,2,36,0,10,2,386,1
1,1,2,0,0,0,7,0
3,3,16,0,7,3,70,0
7,1,22,0,9,5,114,0
3,2,22,0,9,3,125,0
10,1,53,0,15,25,537,1
7,1,17,0,9,13,69,1
47,1,105,0,42,589,933,1
4,3,9,0,5,4,30,0
2,2,15,7,14,1,46,0
2,3,15,0,5,1,77,0
4,2,27,0,10,4,148,0
5,1,14,0,7,0,128,0
4,1,23,0,11,2,101,0
4,1,25,0,20,2,174,1
1,1,1,0,13,0,1,1
15,1,77,0,26,99,445,1
2,1,15,0,19,1,63,1
3,3,15,0,7,3,46,0
4,1,8,0,8,4,32,1
14,3,48,0,31,37,389,0
3,2,28,0,12,3,137,0
4,2,16,0,6,2,97,0
24,2,87,0,28,150,595,1
3,5,6,0,6,3,18,1
3,1,19,0,14,1,93,1
4,1,26,0,13,2,147,1
3,4,6,0,82,3,17,0
6,1,13,0,11,15,35,0
3,1,28,0,11,1,148,0
2,2,14,0,8,1,46,0
7,1,29,0,9,0,265,0
2,2,16,0,11,1,50,0
3,2,16,0,10,3,56,1
2,3,23,0,10,1,114,0
2,3,4,0,7,1,9,0
3,2,27,0,9,3,152,1
4,2,34,0,11,2,191,0
3,2,29,0,11,3,192,0
8,1,63,0,26,20,281,1
2,1,2,0,5,1,2,0
7,1,38,0,11,0,359,0
15,1,38,0,11,81,177,1
6,1,12,0,7,1,56,0
2,1,13,0,1,0,57,0
4,2,24,0,11,6,140,0
8,1,8,0,4,28,8,0
3,2,26,0,9,3,148,0
3,2,22,0,9,3,119,0
16,2,103,0,30,48,932,1
11,2,65,0,11,41,561,0
3,2,24,0,8,3,114,0
17,2,58,0,15,100,446,1
7,1,42,0,7,9,558,0
9,2,49,0,9,4,564,1
17,2,53,0,14,78,359,1
8,1,8,0,10,28,8,0
8,2,62,0,20,0,523,1
3,1,3,0,4,3,3,0
9,1,96,0,39,30,556,1
11,3,79,0,17,1,563,0
3,1,8,0,5,1,21,1
9,3,27,0,10,0,281,0
3,1,4,1,2,0,17,0
10,1,22,0,7,11,169,1
3,1,3,0,4,3,3,0
3,2,16,0,10,3,56,0
3,3,23,0,9,3,100,0
6,1,26,0,7,5,156,0
