@RELATION ant-1.3-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
11,4,42,2,14,29,395,0
14,1,32,1,8,49,257,1
3,2,9,0,1,0,58,0
12,3,37,0,12,32,310,0
6,3,21,0,4,1,136,0
5,1,15,0,3,0,137,0
4,4,32,0,6,6,325,0
16,3,40,0,3,84,604,0
4,5,21,0,5,0,87,0
17,3,55,0,10,76,461,1
9,3,29,0,9,0,168,0
3,3,14,0,3,1,84,1
10,3,41,0,5,21,360,0
17,2,64,0,9,76,713,1
5,1,11,5,12,8,59,0
10,1,49,0,9,1,382,0
22,4,72,0,16,165,675,1
5,1,13,0,4,0,65,0
4,1,7,0,2,6,20,0
4,1,4,0,3,6,4,0
9,1,15,4,8,18,98,0
8,3,46,0,6,10,394,0
22,4,104,1,15,185,1180,1
2,1,2,0,4,1,2,0
7,2,15,1,8,1,92,0
2,1,6,0,1,0,39,0
23,1,51,1,22,181,1407,0
12,1,21,0,3,44,147,0
3,3,17,0,5,0,91,0
4,1,5,0,2,6,16,0
3,1,16,0,8,3,125,0
0,1,0,0,0,0,0,0
9,6,33,0,7,28,163,0
7,3,22,0,7,0,147,0
16,3,56,2,24,0,353,1
13,3,35,0,7,52,273,0
14,1,82,0,7,65,1253,1
6,3,33,0,10,0,198,1
9,5,36,0,12,0,375,0
5,3,18,0,4,0,107,0
3,1,9,0,3,3,43,0
27,3,83,0,11,291,658,1
10,3,70,0,9,1,440,0
24,3,80,0,27,182,693,0
6,2,11,0,3,13,68,0
14,3,35,0,5,63,307,0
5,4,9,0,1,10,81,0
2,1,29,0,5,0,176,0
2,2,23,0,9,1,204,0
5,1,5,0,10,10,5,0
5,1,17,0,7,0,75,0
12,3,37,11,18,0,164,0
2,2,17,0,8,1,97,0
17,1,73,0,19,112,502,1
1,2,3,0,9,0,14,0
18,4,49,0,8,19,579,0
23,3,96,0,10,175,1034,0
42,4,74,1,19,741,550,0
5,1,20,0,4,0,144,0
3,3,6,0,2,1,29,0
7,1,7,0,6,21,7,0
3,1,3,0,15,3,3,0
11,3,37,0,11,11,285,0
5,1,10,0,51,8,69,0
4,3,32,0,4,2,215,0
9,1,25,0,8,10,114,1
11,2,15,0,7,13,97,0
4,2,11,0,1,0,68,0
5,1,12,0,16,4,55,0
8,4,65,0,12,2,583,0
13,4,55,0,7,30,590,0
8,3,40,0,3,10,271,0
6,1,26,0,7,0,185,0
4,1,4,0,5,6,4,0
8,4,34,0,7,6,626,1
21,1,77,0,25,162,566,1
6,5,33,1,6,7,164,0
5,3,20,0,7,2,76,0
71,1,186,0,103,2247,2193,1
4,3,17,0,3,4,152,0
8,1,25,0,6,0,169,0
3,1,25,0,9,1,277,0
9,5,20,0,10,4,110,0
17,3,64,1,12,52,642,0
0,1,0,0,1,0,24,0
31,1,65,0,6,243,747,0
21,1,35,0,2,38,617,0
3,1,9,1,5,0,47,0
15,3,37,0,3,41,437,0
13,1,13,0,4,78,13,0
10,1,81,4,17,5,743,1
8,1,14,0,1,28,274,0
6,3,25,0,4,11,157,0
8,3,32,0,7,8,300,0
2,2,19,0,9,1,120,0
8,3,25,0,8,14,157,0
19,3,56,1,18,97,406,0
5,1,18,0,1,0,96,0
22,3,77,0,17,95,439,0
19,1,46,0,23,65,448,0
19,4,69,0,8,91,632,1
5,4,45,0,8,6,261,0
21,1,47,0,9,48,277,1
5,1,35,0,1,4,354,0
4,3,42,0,8,2,242,0
8,3,55,0,6,24,643,0
3,1,3,0,1,3,3,0
11,1,17,1,8,41,93,0
3,1,15,0,2,0,100,0
4,1,5,0,4,0,24,0
2,1,6,0,0,1,45,0
14,3,33,0,6,65,404,0
6,3,24,0,4,5,153,0
14,5,43,0,10,15,168,0
19,1,47,0,18,97,273,1
3,2,18,0,8,3,132,0
19,1,23,34,78,119,125,0
7,4,32,0,11,0,189,0
4,3,15,0,6,0,82,0
8,4,35,0,6,4,265,0
65,3,155,0,21,1670,1504,0
14,4,28,0,99,0,153,0
14,1,63,0,24,63,822,1
4,2,16,0,3,0,59,0
27,1,63,0,3,297,527,0
