@RELATION jedit-3.2-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
14,1,45,0,9,61,425,0
7,2,21,0,4,0,300,0
6,1,11,0,3,9,113,0
6,2,14,0,16,3,92,0
5,2,22,0,5,0,206,0
4,2,21,0,10,2,174,0
8,2,19,0,6,0,157,0
4,1,7,0,2,0,62,0
5,1,5,0,5,10,5,0
4,2,11,0,1,6,93,0
10,1,13,2,11,39,33,1
5,2,27,0,14,10,182,0
54,5,175,0,41,1183,1425,1
5,6,51,0,6,6,260,1
11,2,30,0,7,25,198,0
51,1,132,0,58,925,1458,0
18,6,124,0,21,117,762,1
7,2,15,0,6,9,64,0
3,6,23,0,4,1,330,1
211,4,430,0,59,11469,7612,1
39,1,144,0,70,725,1492,1
1,1,1,0,31,0,1,0
4,1,16,0,5,2,179,1
12,7,57,0,7,52,279,1
19,5,132,0,31,57,828,1
6,1,14,3,29,7,49,0
7,6,58,0,9,5,300,1
14,7,54,0,7,65,313,1
30,7,137,0,22,315,1603,1
2,2,8,0,6,0,69,0
9,1,18,0,4,0,361,0
5,2,22,0,7,4,93,0
1,1,2,0,10,0,12,0
5,6,39,0,6,0,210,0
5,7,52,0,8,2,364,0
2,2,9,0,10,1,106,0
10,2,28,0,5,13,230,1
3,6,34,0,4,1,370,0
2,8,30,0,10,1,175,1
8,5,33,0,4,28,143,0
7,1,7,0,36,21,7,0
8,6,31,0,5,20,123,1
30,4,73,0,10,337,628,1
4,2,21,0,12,6,279,0
11,1,30,2,14,15,182,0
2,2,22,0,12,1,185,0
2,2,7,0,10,1,79,0
2,2,5,0,1,1,14,0
3,6,17,0,3,1,263,1
13,1,32,2,6,76,439,0
5,6,33,0,5,2,191,1
2,1,2,0,4,1,2,0
45,1,77,0,41,898,1472,0
36,1,109,0,23,630,1557,0
1,1,2,0,1,0,6,0
22,1,51,0,12,129,593,1
7,1,12,0,5,13,64,0
17,7,80,0,5,98,662,0
1,4,2,0,3,0,5,0
3,6,13,16,19,3,59,0
19,5,77,0,13,71,498,1
3,6,24,0,4,1,253,1
5,3,6,0,5,2,36,0
1,3,2,0,8,0,5,0
10,5,27,15,17,29,258,1
8,1,9,13,15,12,66,0
19,2,75,0,11,123,1106,1
24,1,89,0,29,228,534,1
10,1,46,0,10,9,1441,1
8,2,20,0,5,0,174,0
1,1,1,0,2,0,186,0
31,1,108,0,34,197,1228,1
50,1,66,0,5,3,6259,0
4,1,7,0,2,0,59,0
11,1,29,0,22,23,244,0
17,1,37,0,1,100,691,0
3,6,27,0,4,1,238,0
8,6,31,0,6,20,123,1
4,2,23,0,10,6,175,0
12,2,38,0,7,38,470,1
27,1,40,0,3,25,1277,0
7,2,16,0,5,3,115,1
4,5,16,0,6,0,62,0
3,2,9,0,4,1,71,0
55,6,200,0,109,1197,1437,1
22,1,36,4,23,175,239,1
8,1,31,0,15,0,356,0
3,2,5,0,4,3,20,0
4,2,9,0,4,0,80,0
10,7,56,0,7,21,384,0
2,8,23,0,11,1,100,1
6,1,40,0,2,13,374,0
4,3,13,0,4,0,71,0
2,2,9,0,11,1,65,0
25,1,37,0,10,290,161,0
19,1,71,0,19,91,1263,0
1,8,15,0,4,0,83,1
15,1,28,0,19,0,391,0
5,3,18,0,4,8,173,0
11,2,23,0,2,25,167,0
2,1,2,0,4,1,2,1
6,3,19,0,3,3,387,0
3,1,4,0,5,3,23,0
87,2,100,0,8,3741,711,0
2,3,4,0,5,1,10,0
7,2,27,0,7,0,500,1
18,5,62,0,16,31,551,1
2,2,6,0,10,1,30,0
2,1,2,0,3,1,2,0
5,5,26,0,4,0,339,0
3,6,13,0,3,3,45,0
13,6,75,0,14,44,517,1
2,3,4,0,7,1,9,0
11,2,31,0,5,31,231,1
2,8,25,0,9,1,127,1
10,7,74,0,15,17,477,1
6,1,23,0,8,3,128,1
21,6,83,0,17,64,589,1
2,2,9,0,10,1,36,0
3,2,18,0,11,3,273,0
3,7,33,0,5,3,162,1
5,6,35,0,4,0,386,1
19,1,30,35,50,147,240,0
2,2,10,0,12,1,137,0
2,2,9,0,10,1,40,0
1,1,1,0,5,0,1,0
17,1,22,0,8,100,199,1
5,6,33,0,10,4,152,1
7,6,33,0,7,11,145,1
6,3,14,0,14,5,81,0
5,1,5,0,9,10,5,0
399,1,487,0,47,0,23350,0
11,1,16,0,3,55,456,0
6,3,19,0,2,15,184,0
13,1,61,0,11,44,488,1
2,2,7,0,7,1,30,0
13,7,72,0,10,44,631,0
2,2,6,0,7,1,36,0
8,2,34,0,8,12,223,0
14,5,72,0,20,37,533,1
5,2,18,0,4,8,106,0
12,1,32,0,19,36,236,1
5,2,20,0,7,4,153,0
4,5,32,0,5,0,313,1
10,2,29,0,8,3,189,0
9,1,39,0,8,36,904,1
3,6,24,0,4,1,321,0
5,1,12,0,3,0,269,0
13,1,55,0,64,36,433,0
11,3,20,2,51,0,137,0
8,1,15,0,5,0,139,0
5,5,45,0,14,6,458,0
14,2,88,0,11,35,889,1
12,3,52,0,6,8,501,1
21,6,71,0,7,170,508,1
6,1,6,0,1,15,6,0
3,2,10,0,14,3,63,0
2,2,6,0,9,1,54,0
4,1,12,0,3,6,37,0
11,6,64,0,11,27,595,1
2,2,8,0,8,1,50,0
6,1,8,0,6,15,24,0
13,5,65,0,14,14,398,1
8,1,28,0,8,6,160,0
3,7,33,0,4,3,176,1
15,1,75,0,26,73,736,1
5,3,13,0,5,4,50,0
3,2,13,0,11,3,101,0
16,1,25,2,23,106,128,0
6,2,50,0,6,9,305,1
6,8,24,0,10,15,144,0
12,6,38,0,6,28,645,1
14,7,106,0,24,69,708,1
6,2,28,0,5,3,230,1
3,1,3,0,5,3,3,0
2,2,3,0,4,1,6,0
28,1,60,0,45,378,950,1
3,2,9,0,4,1,106,0
6,2,23,0,1,1,141,0
7,1,16,0,5,0,416,1
5,7,52,0,5,2,380,0
5,2,28,0,5,2,199,1
126,3,316,0,102,6941,5047,1
15,7,91,0,12,47,1186,1
3,1,3,0,24,3,4,0
1,4,2,0,16,0,5,0
10,1,47,0,10,17,299,0
13,1,13,0,6,78,13,0
1,1,2,0,6,0,21,0
3,5,37,0,4,1,138,0
13,6,60,0,11,50,361,0
6,7,47,0,8,9,311,0
1,7,21,6,8,0,93,0
2,1,2,0,12,1,3,0
4,1,11,0,2,4,58,0
6,5,34,0,5,0,129,1
3,2,14,0,11,1,134,0
13,6,65,0,13,46,438,1
2,2,5,0,7,1,22,0
6,2,19,0,4,15,93,1
14,2,34,0,8,37,324,1
5,2,35,0,16,10,256,0
18,1,96,0,12,47,730,0
2,2,3,0,4,1,10,0
11,2,96,0,10,21,1272,1
9,1,24,2,9,6,174,0
3,6,18,0,5,3,71,0
10,1,17,2,15,23,80,1
2,1,7,0,4,0,48,1
45,4,122,0,15,462,1143,1
3,2,10,0,11,3,79,0
4,1,5,0,10,0,28,0
6,1,10,0,8,0,57,1
45,2,107,0,34,928,2533,0
1,3,2,0,3,0,5,0
6,2,22,0,4,3,288,0
5,3,18,0,4,8,173,0
1,3,2,0,4,0,5,0
4,2,8,0,4,4,55,0
51,1,135,1,44,1139,1644,0
1,1,1,0,12,0,617,0
1,3,2,0,4,0,5,0
4,1,5,0,2,0,63,0
17,6,59,0,14,94,334,1
3,2,8,0,4,0,151,0
6,6,35,0,7,5,229,0
3,2,7,0,9,1,30,0
118,1,180,0,6,6075,5223,0
23,1,64,0,39,159,300,1
9,1,20,0,5,0,111,0
12,1,25,0,3,0,218,0
5,1,24,0,1,10,206,0
2,1,3,0,2,1,16,0
4,1,4,0,5,6,4,0
5,2,12,0,5,0,127,0
6,1,12,3,4,15,49,0
12,7,72,0,9,40,687,1
6,2,45,0,16,15,280,0
14,1,16,6,8,91,38,0
5,3,13,0,6,4,47,0
6,7,18,0,6,13,55,1
1,8,22,0,9,0,111,0
5,2,33,0,11,6,204,0
2,2,7,0,9,1,28,0
3,2,8,0,4,0,77,0
5,1,26,0,11,0,155,1
4,1,5,0,2,0,59,0
11,4,26,0,18,13,171,0
5,1,12,0,3,0,251,0
8,2,37,0,18,28,271,0
2,2,17,0,12,1,63,0
3,2,9,0,6,0,34,0
2,2,5,0,8,1,19,0
2,2,6,0,7,1,28,0
4,1,20,0,13,0,301,0
3,5,14,0,5,3,55,0
1,1,2,0,1,0,6,0
21,2,94,0,12,198,981,1
7,7,38,0,5,9,210,1
99,1,325,0,162,4043,4367,1
1,3,2,0,3,0,5,0
7,2,17,0,16,19,53,0
6,2,20,0,4,13,126,0
4,1,25,0,11,0,145,1
6,2,40,0,14,3,252,1
3,2,10,0,4,3,40,0
16,2,47,1,13,48,443,1
2,1,2,0,2,1,2,0
5,1,14,0,9,0,82,0
4,3,8,0,1,4,82,0
11,1,25,0,39,0,135,0
13,5,53,0,17,54,303,1
