@RELATION ant-1.4-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
14,3,41,0,8,33,385,0
5,3,43,0,9,0,276,0
13,1,20,1,8,46,111,0
8,4,35,0,7,4,265,0
31,1,65,0,6,243,747,0
15,3,37,0,3,41,437,0
12,1,21,0,3,44,147,0
2,2,9,0,6,1,33,0
6,3,16,0,6,5,95,0
15,4,55,2,18,37,730,1
7,3,22,0,8,0,147,0
26,3,108,0,15,233,1156,1
3,3,22,0,5,0,149,0
19,1,46,0,30,65,448,0
6,4,34,0,8,0,493,1
2,2,9,0,10,1,31,0
26,3,80,0,33,201,719,0
3,3,10,0,3,0,32,0
3,2,22,0,9,3,128,0
9,3,29,0,9,0,168,0
4,3,32,0,5,2,215,0
2,1,6,0,1,0,39,0
3,1,15,0,2,0,100,0
14,3,41,2,11,67,366,0
19,1,81,0,24,147,560,0
8,3,39,0,2,10,265,0
23,1,52,1,25,181,1489,0
5,1,13,0,5,0,69,0
14,3,33,0,7,65,404,1
2,2,11,0,6,1,37,0
1,5,2,0,1,0,4,0
5,1,15,0,2,0,137,0
4,1,5,0,4,0,24,0
21,1,78,0,27,158,659,1
14,3,41,12,20,0,174,0
4,1,5,0,2,6,16,0
6,1,28,0,7,1,173,0
20,2,28,40,100,158,164,0
5,1,12,0,19,4,55,0
27,1,63,0,3,297,527,0
14,1,34,1,9,47,279,1
1,1,1,0,9,0,1,1
7,1,7,0,11,21,7,0
7,6,31,0,8,13,151,0
4,1,4,0,5,6,4,0
4,5,21,0,6,0,87,0
44,4,91,0,19,802,724,0
8,3,38,0,12,4,243,0
6,3,29,0,2,0,1260,0
5,1,7,2,59,0,33,0
11,1,61,0,11,0,517,0
2,3,8,0,3,1,28,1
5,1,20,0,4,0,144,0
1,3,2,0,4,0,5,0
4,1,7,0,3,2,34,1
5,4,9,0,1,10,81,0
21,4,73,0,13,128,737,0
9,1,53,0,5,0,396,0
2,3,8,0,3,1,33,1
4,3,12,0,5,0,48,1
4,2,11,0,1,0,68,0
76,1,177,0,120,2446,1776,0
17,1,39,0,5,74,359,0
2,5,7,0,1,0,20,0
8,4,65,0,13,2,608,0
3,2,22,0,8,3,152,1
20,3,60,0,10,114,557,0
26,3,87,0,19,105,514,0
3,1,25,0,9,1,277,0
5,1,11,11,21,8,59,0
8,1,39,0,4,22,377,0
2,1,2,0,4,1,2,0
8,3,39,0,11,0,294,0
2,1,29,0,5,0,176,0
23,2,68,0,5,181,462,0
8,3,46,0,7,10,394,0
10,3,60,0,7,41,748,1
13,1,13,0,5,78,13,0
20,4,71,0,7,102,677,1
18,3,59,0,10,103,466,0
28,4,123,1,21,302,1423,0
2,3,7,0,3,1,23,1
3,2,19,0,7,3,96,1
0,1,0,0,1,0,7,0
16,5,55,0,13,26,275,1
5,1,13,0,4,0,65,0
2,2,13,0,7,1,66,0
3,2,20,0,8,3,150,0
18,3,62,2,31,0,396,0
23,3,69,1,18,163,514,1
20,1,42,0,4,130,376,0
9,6,33,0,8,28,163,0
7,1,52,0,2,19,412,0
9,5,20,0,11,4,108,0
13,3,78,0,10,8,502,1
18,3,55,0,8,119,474,0
2,3,7,0,3,1,23,1
4,1,4,0,4,6,4,0
8,3,32,0,9,6,201,1
5,1,5,0,10,10,5,0
