@RELATION camel-1.2-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
9,0,24,0,5,0,213,0
27,1,27,0,6,351,27,1
9,1,18,0,3,30,82,0
7,1,50,0,27,7,198,0
8,2,28,0,10,0,224,1
4,1,12,0,9,2,52,0
4,0,17,0,10,2,71,0
2,1,5,0,2,1,22,1
18,1,18,0,116,153,18,0
9,1,20,0,3,12,100,0
7,2,17,0,3,0,66,0
7,2,11,0,11,15,44,1
13,2,37,0,12,42,175,1
6,4,31,0,9,5,143,0
20,2,74,1,16,68,537,1
2,4,7,6,8,0,23,1
6,3,15,0,8,15,42,1
14,2,25,0,4,31,140,1
2,5,6,0,2,0,22,0
7,2,25,0,7,0,153,1
3,2,10,0,4,3,32,1
19,2,32,0,22,133,174,0
20,1,21,0,2,190,50,0
8,1,32,0,7,28,237,1
5,1,6,3,4,6,24,0
6,2,16,0,5,7,59,0
3,2,5,0,1,3,12,0
19,1,38,15,32,139,216,1
0,1,0,0,1,0,0,0
19,1,35,1,7,137,183,0
6,1,7,0,6,15,14,1
3,1,6,0,4,0,33,1
0,1,0,0,1,0,0,0
2,1,5,0,3,1,17,0
14,1,18,0,6,61,81,0
20,1,54,2,101,168,352,0
18,1,44,0,9,85,242,1
4,4,8,15,49,6,21,1
6,1,10,0,4,1,50,0
2,1,19,0,2,1,121,1
9,2,16,0,4,0,122,0
9,2,14,0,11,26,57,1
5,1,10,0,6,2,44,0
3,2,4,0,5,3,10,1
3,1,3,0,4,3,3,0
11,3,22,0,6,41,99,0
10,4,19,0,4,7,120,0
3,2,5,0,1,3,12,0
6,4,17,0,6,0,85,0
12,2,16,0,7,46,83,0
9,2,23,0,40,32,240,1
1,0,4,0,5,0,9,0
22,1,42,0,2,189,182,1
4,1,8,2,4,0,28,1
1,1,2,0,0,0,22,0
22,3,65,0,20,151,401,1
3,1,15,0,2,3,63,0
7,2,17,0,6,9,75,1
7,3,13,0,7,0,41,0
5,1,5,0,5,10,5,1
2,5,7,0,2,0,25,0
37,3,61,0,21,598,335,1
3,1,5,0,4,3,18,0
7,2,11,17,22,1,33,0
28,2,58,0,14,302,303,1
6,3,19,0,6,13,107,0
14,1,26,1,7,79,118,1
14,1,21,0,4,91,105,1
4,1,9,1,1,0,27,0
9,2,18,0,5,28,103,0
1,1,1,0,3,0,1,0
8,2,23,0,7,14,101,1
9,0,59,0,19,16,382,0
15,1,35,1,13,59,189,0
0,1,0,0,1,0,0,0
1,2,2,0,1,0,6,0
3,1,6,0,5,1,31,0
5,3,10,0,4,10,25,0
15,1,47,0,22,81,218,0
13,1,23,0,4,0,70,0
3,5,9,0,1,0,33,1
8,2,33,0,7,26,417,0
11,3,30,0,8,37,212,1
7,1,38,0,11,21,167,0
0,1,0,0,0,0,0,0
15,3,30,4,10,79,146,0
5,2,17,0,12,6,88,0
7,3,18,0,8,21,66,0
1,1,1,0,3,0,1,1
2,1,2,0,5,1,2,1
16,1,28,0,8,74,154,1
4,3,11,0,9,6,25,1
13,3,25,0,8,26,161,1
4,0,18,0,10,2,75,0
1,2,2,0,5,0,6,0
1,1,1,0,0,0,1,0
1,1,1,0,5,0,1,0
15,2,28,0,18,101,118,0
6,1,18,0,9,15,102,1
16,1,47,0,6,112,301,1
32,1,67,0,3,484,651,0
2,1,4,0,4,1,8,0
6,2,11,0,2,9,45,0
3,2,5,0,1,3,12,0
1,1,1,0,4,0,1,1
2,5,10,0,5,0,27,1
14,1,22,0,3,59,125,0
1,1,1,0,0,0,1,0
12,1,32,0,14,16,104,0
6,2,9,0,2,9,41,0
10,1,18,2,9,9,86,0
2,3,8,0,8,1,31,1
3,1,9,0,4,3,21,1
8,2,23,1,8,8,82,1
52,2,112,1,36,1166,993,1
7,3,22,0,10,0,88,0
27,2,62,0,20,293,343,0
9,1,34,0,6,10,185,0
11,3,16,2,17,51,85,0
5,2,21,0,9,0,84,1
5,1,7,0,0,0,32,1
2,1,7,0,1,1,26,0
2,1,4,0,4,1,9,1
5,3,43,0,19,2,157,0
14,1,21,0,10,59,126,1
4,3,8,0,9,2,33,0
4,2,7,0,11,4,89,0
1,6,6,0,3,0,13,0
4,4,6,0,1,0,37,0
2,1,2,0,2,1,2,0
2,3,14,0,7,1,42,0
45,1,85,0,17,864,523,1
1,1,1,0,5,0,1,1
3,2,5,0,1,3,12,1
2,3,8,0,4,0,33,1
0,1,0,0,0,0,0,0
4,0,18,0,10,4,81,0
4,2,7,0,11,0,34,0
4,3,5,0,3,4,22,0
8,1,64,1,13,12,388,1
2,1,11,0,3,1,54,1
2,1,2,0,11,1,2,0
52,3,109,0,17,1318,435,0
12,3,26,0,11,44,121,0
2,2,5,0,3,1,12,0
10,2,21,12,22,17,90,1
26,1,47,1,10,0,236,0
4,3,19,0,4,6,62,0
10,3,25,0,13,43,116,1
23,1,42,0,2,237,230,0
0,1,0,0,0,0,0,0
2,1,2,0,2,1,2,0
5,1,5,0,4,10,5,1
18,2,20,0,9,147,100,0
9,1,17,7,11,24,125,0
10,1,16,0,3,27,69,1
6,3,18,0,10,7,85,0
45,2,67,0,21,916,461,1
3,2,18,0,5,3,65,0
2,0,8,0,5,1,32,0
11,1,52,0,16,43,248,0
3,2,5,0,1,3,12,0
4,2,15,0,5,4,38,1
12,1,62,0,7,28,507,1
6,1,9,0,4,9,41,1
0,1,0,0,31,0,0,0
41,1,54,0,6,516,507,0
1,1,1,0,0,0,1,0
2,6,7,0,2,0,25,0
4,2,19,2,10,0,86,1
16,2,33,0,6,62,190,1
10,1,22,0,0,45,81,1
7,4,13,0,2,0,108,0
6,6,16,0,3,7,80,0
12,3,29,0,17,52,140,0
5,4,9,3,5,8,44,0
3,5,6,1,4,3,17,0
14,3,23,0,8,35,105,0
4,3,22,0,3,0,86,0
6,1,7,4,5,9,23,0
1,1,1,0,5,0,1,0
1,5,6,0,2,0,14,0
3,1,3,0,6,3,3,0
2,5,8,0,4,0,22,0
14,1,28,27,31,49,200,1
6,1,39,0,11,9,189,0
2,1,2,0,2,1,2,0
3,1,7,0,3,0,21,0
7,1,20,4,12,17,108,1
6,2,14,0,1,0,52,1
19,2,44,3,17,55,168,1
3,0,13,0,10,1,66,0
