@RELATION synapse-1.0-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
6,1,65,0,12,3,585,0
4,3,9,0,5,4,30,0
5,2,41,0,11,6,423,0
6,1,22,0,6,0,154,0
1,1,1,0,9,0,1,0
4,2,22,0,4,2,139,1
18,2,60,0,13,65,454,0
2,3,4,0,7,1,9,0
8,1,41,1,10,20,220,0
7,1,8,0,1,0,104,0
1,1,1,0,12,0,1,0
5,3,17,0,7,8,89,0
4,2,8,0,4,4,27,0
8,1,35,11,25,20,183,0
6,1,32,0,15,9,230,0
1,1,2,0,0,0,4,0
9,2,10,0,6,22,47,0
23,2,59,0,15,203,350,0
6,2,26,0,11,13,105,0
9,1,33,0,10,28,144,0
15,2,68,0,17,43,473,1
19,1,50,0,16,105,279,0
8,1,21,0,9,20,88,0
13,1,79,0,25,66,438,0
5,2,18,0,10,8,81,0
4,3,9,0,5,4,30,0
5,1,14,0,7,0,128,0
1,1,3,0,11,0,69,0
8,1,44,0,21,24,243,0
1,1,1,0,14,0,1,0
6,2,24,0,13,13,98,0
32,1,76,0,29,172,561,0
15,2,58,0,18,43,459,1
6,3,24,0,10,11,206,0
2,1,2,0,10,1,2,0
5,2,33,0,14,6,206,0
5,2,22,7,15,8,73,0
6,3,20,0,10,13,72,0
2,1,8,11,15,1,36,0
4,1,8,0,8,4,32,0
4,1,4,0,8,6,4,0
2,1,14,0,12,0,77,0
6,2,34,0,17,1,185,0
5,2,28,0,11,6,216,1
4,1,40,1,18,4,192,0
6,1,37,0,20,13,123,0
17,3,54,0,23,76,377,0
7,1,29,0,7,11,175,0
4,2,18,0,8,4,71,0
6,3,23,0,10,13,87,0
47,1,47,0,56,1081,47,0
10,2,32,7,13,0,123,0
15,2,48,0,13,63,295,1
6,2,13,0,10,1,55,0
9,1,61,0,24,30,274,0
3,5,6,0,6,3,18,0
2,1,2,0,7,1,2,0
5,1,26,0,6,0,288,0
5,2,28,0,9,6,106,0
6,2,35,0,15,13,173,0
6,2,27,0,11,13,130,0
27,2,92,0,29,213,596,1
4,3,25,0,12,4,105,0
6,1,22,0,14,15,146,0
26,1,34,0,16,257,196,0
6,3,35,0,14,13,142,0
7,1,14,11,13,0,73,0
29,1,30,0,12,322,186,0
6,1,38,0,15,7,336,1
7,3,32,0,12,17,228,0
1,1,1,0,5,0,1,0
5,2,20,0,8,8,116,0
9,1,68,0,14,28,545,0
4,2,21,7,15,4,71,0
10,1,48,0,14,33,264,0
5,2,33,0,11,6,289,0
8,1,21,0,8,16,158,0
6,2,31,0,12,13,129,0
9,1,12,0,9,26,70,0
18,1,25,0,2,87,200,0
2,1,15,0,18,1,63,0
5,2,59,0,20,2,491,0
13,1,32,0,9,30,197,0
2,1,3,0,2,1,12,0
11,1,44,0,13,7,525,0
6,1,47,0,8,13,257,1
7,1,36,0,12,3,275,1
11,3,36,0,11,17,267,0
2,1,2,0,4,1,2,0
6,1,6,0,11,15,6,0
6,2,21,0,10,13,83,0
3,1,4,0,2,0,20,0
3,4,6,0,88,3,17,0
6,1,14,0,13,5,65,0
5,1,17,3,14,10,88,0
10,1,19,0,8,9,157,0
2,1,14,0,14,1,91,0
6,2,30,0,12,13,161,0
1,1,2,0,4,0,88,0
2,2,9,0,7,1,20,0
2,1,8,0,11,0,42,0
4,3,9,0,5,4,30,0
9,1,39,0,17,30,216,1
9,1,12,0,2,22,75,0
9,1,42,0,17,28,210,0
9,1,23,0,7,16,94,0
5,3,31,0,12,6,228,0
5,1,17,0,8,0,124,0
6,2,40,0,13,13,254,0
5,1,61,0,17,6,522,0
5,1,18,0,8,0,143,0
7,1,34,0,6,19,187,0
10,2,36,0,9,11,227,0
18,2,62,0,17,103,459,0
6,1,32,0,11,13,141,0
7,1,31,0,8,3,383,0
12,2,67,0,10,52,589,0
6,1,39,0,15,7,335,0
6,1,28,0,10,9,113,0
6,1,13,0,11,15,35,0
5,2,39,0,12,6,224,0
5,1,29,0,20,6,193,0
10,2,48,0,11,7,312,0
9,1,39,0,13,28,171,0
4,1,4,0,7,6,4,0
5,1,24,0,16,8,103,0
7,2,30,0,12,7,128,0
5,1,26,0,13,6,145,0
5,1,5,0,13,10,5,1
10,1,108,0,38,39,604,1
5,3,17,0,7,8,93,0
2,1,8,0,6,1,33,0
10,1,22,0,7,11,169,0
5,3,18,0,8,8,61,0
8,1,8,0,4,28,8,0
7,3,35,0,13,7,203,0
6,3,31,0,12,13,141,0
15,2,44,0,10,47,479,1
4,1,31,0,13,4,185,0
9,1,58,0,11,28,465,1
7,1,7,0,43,21,7,0
14,1,27,0,8,35,165,0
5,1,27,0,11,6,120,0
2,1,16,0,14,0,102,0
5,1,32,0,3,4,198,0
60,1,147,0,45,490,867,1
16,3,88,0,17,56,595,0
4,1,4,0,55,6,4,0
4,3,11,0,7,6,39,0
6,3,23,0,10,13,87,0
6,2,30,0,12,13,167,0
8,1,8,0,10,28,8,0
3,1,7,0,6,0,76,0
54,1,136,0,34,1269,806,0
6,3,23,0,10,13,87,0
6,2,34,0,12,13,190,0
7,1,96,0,34,9,527,1
