@RELATION xerces-1.3-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
34,2,74,0,14,0,2890,0
46,1,61,0,13,833,579,0
4,1,4,0,0,6,4,0
4,1,4,0,0,6,4,0
41,2,75,0,11,280,1225,0
17,1,37,1,0,136,254,0
2,1,2,0,2,1,2,0
2,1,2,0,0,1,2,0
4,1,4,0,2,6,4,0
3,1,5,0,0,1,14,1
4,4,6,0,2,6,16,0
9,1,11,4,8,20,77,0
3,1,3,0,28,3,17,0
1,1,1,0,0,0,1,0
3,4,14,0,2,3,60,0
7,4,10,0,3,21,39,0
12,4,22,0,3,66,97,0
17,1,54,0,8,134,867,0
32,3,77,7,16,236,1240,0
20,1,47,1,0,152,325,1
18,2,35,0,6,0,2128,0
2,3,3,0,11,0,13,0
0,1,0,0,8,0,0,0
10,2,29,0,7,37,228,0
0,1,0,0,2,0,0,0
4,1,4,0,0,6,4,0
3,4,6,0,2,3,17,0
3,1,13,0,10,0,167,1
15,4,27,1,9,57,200,0
2,2,3,0,4,1,8,0
9,4,12,0,2,36,50,0
20,1,29,0,1,58,547,1
9,4,12,0,3,36,50,0
1,1,2,0,0,0,9,0
4,1,4,0,2,6,4,0
1,4,2,0,3,0,6,0
10,4,29,1,6,43,115,1
29,4,75,4,17,80,665,1
26,1,26,0,0,325,26,0
6,3,21,2,9,15,88,0
45,2,63,0,13,862,962,1
36,1,69,0,0,246,436,0
11,2,38,0,8,35,253,1
6,3,21,1,3,3,192,1
14,1,14,0,0,91,14,0
9,1,12,6,10,0,183,0
11,4,14,0,3,55,61,0
17,1,17,0,0,136,17,1
23,3,42,52,55,253,249,0
2,1,2,0,0,1,2,0
13,4,16,0,2,78,72,0
20,1,38,0,10,62,601,0
6,1,11,0,2,0,608,0
10,1,10,0,22,45,51,0
22,1,49,1,8,41,596,0
7,4,10,0,3,21,39,0
7,1,9,0,1,13,720,0
3,2,12,0,3,1,159,0
8,1,8,0,0,28,8,0
4,3,9,0,6,0,583,1
18,1,18,0,6,153,18,0
35,4,43,0,3,595,200,0
14,1,14,0,2,91,14,0
9,1,26,0,11,16,191,0
8,1,8,0,0,28,8,0
6,1,14,0,9,3,132,0
7,4,14,0,2,21,42,0
15,1,51,0,5,105,527,0
2,2,18,0,9,0,239,0
3,4,6,0,2,3,17,0
53,1,126,2,21,740,1257,1
12,1,12,0,0,66,12,0
10,2,40,0,10,15,745,0
0,1,0,0,1,0,0,0
11,4,14,0,3,55,61,0
1,1,1,0,0,0,1,0
4,1,4,0,0,6,4,0
3,4,6,0,2,3,17,0
81,1,257,0,37,1504,10701,1
30,2,64,0,11,0,2603,0
11,1,11,0,0,55,11,0
1,1,1,0,0,0,1,0
6,1,6,0,0,15,6,0
4,1,4,0,2,6,4,0
36,4,58,0,6,630,471,0
0,1,0,0,2,0,0,0
4,1,4,0,2,6,4,0
17,4,23,0,2,136,96,0
2,1,2,0,2,1,2,0
65,4,167,3,51,1798,1475,1
6,3,21,1,3,3,240,1
4,3,14,0,5,0,60,1
17,4,27,0,2,136,123,0
7,4,12,0,2,21,39,0
9,2,19,0,6,0,120,0
31,2,60,0,15,0,2714,0
5,4,8,0,3,10,28,0
3,1,8,0,0,3,25,0
30,1,38,0,10,0,1224,1
5,1,21,1,4,0,264,0
4,4,20,0,6,0,103,1
4,2,8,0,2,4,31,0
4,2,12,0,1,6,39,1
6,1,6,0,0,15,6,0
3,4,7,0,2,3,19,0
7,1,9,0,1,13,194,0
11,2,49,0,7,25,760,1
8,2,32,0,2,10,223,0
11,1,21,1,0,55,99,1
0,1,0,0,2,0,0,0
16,1,16,0,0,120,16,0
2,1,2,0,0,1,2,0
12,1,22,0,3,0,332,0
0,1,0,0,2,0,0,0
5,1,14,0,2,0,1114,1
55,1,99,0,3,473,2660,0
9,4,12,0,3,36,50,0
1,4,2,0,0,0,5,0
18,1,19,0,0,153,40,0
4,4,19,0,5,0,117,1
11,1,11,0,0,55,11,0
12,1,19,0,9,24,827,0
8,2,14,2,9,18,69,0
3,2,4,0,5,1,16,0
27,4,35,0,2,351,171,0
13,1,30,0,0,4,238,0
4,3,23,0,39,4,580,0
6,1,6,0,0,15,9,0
22,1,39,0,6,89,1528,0
8,1,20,1,3,22,108,0
0,1,0,0,1,0,0,0
4,1,4,0,36,6,4,0
7,2,21,0,8,17,134,1
1,1,2,0,4,0,14,0
2,2,5,0,8,1,145,0
9,1,14,3,14,28,116,1
6,1,6,0,0,15,6,0
26,1,26,0,0,325,26,0
6,1,6,0,2,15,6,0
9,4,12,0,3,36,50,0
5,1,5,0,0,10,5,0
4,1,4,0,2,6,4,0
11,2,37,0,9,45,895,0
7,1,13,0,7,5,1019,0
5,4,8,0,2,10,28,0
7,4,10,0,3,21,39,0
24,1,24,0,0,276,28,0
4,3,17,0,5,0,85,1
5,1,7,0,6,10,107,0
1,1,1,0,0,0,1,0
3,4,7,0,2,3,19,0
3,1,3,0,0,3,3,0
7,1,7,0,0,21,7,0
5,1,5,0,0,10,5,0
